url,title,sentiment_human,compound_score
https://www.washingtonpost.com/politics/courts_law/ginsburg-capitol-court-trump/2020/09/25/8cf017be-ff2f-11ea-8d05-9beaaa91c71f_story.html,Ginsburg breaks one final barrier as first woman to lie in state at Capitol,1,-0.128
https://www.washingtonpost.com/politics/courts_law/supreme-court-conservative-majority/2020/09/26/a7c423ce-ff7e-11ea-8d05-9beaaa91c71f_story.html,Tumultuous path to sixth conservative justice puts Supreme Court in the middle of political fray,-1,0.7906
https://www.washingtonpost.com/us-policy/2020/09/09/white-house-senate-coronavirus-relief-economy/,White House looks at more executive actions as coronavirus-relief talks appear finished,0,0
https://www.washingtonpost.com/politics/2020/10/08/once-again-trumps-rhetoric-overlaps-with-arguments-used-rationalize-violence/,"Once again, Trump's rhetoric overlaps with arguments used to rationalize violence",-1,-0.7783
https://www.washingtonpost.com/opinions/2020/09/16/2020-summer-black-culture-pushed-back/,The summer Black culture pushed back,0,0
https://www.washingtonpost.com/politics/courts_law/supreme-court-election-obamacare/2020/10/03/08375e02-03f7-11eb-b7ed-141dd88560ea_story.html,Supreme Court opens new term at the center of America's bitter political divide,-1,0.2023
https://www.washingtonpost.com/politics/ginsburg-trump-biden-campaign/2020/09/18/f3658f64-fa12-11ea-be57-d00bb9bc632d_story.html,Ginsburg's death jolts chaotic presidential race as both sides prepare for Supreme Court battle,-1,-0.7269
https://www.washingtonpost.com/technology/2020/10/08/michigan-plot-kidnapping-boogaloo-socialmedia/,"Michigan kidnapping plot, like so many other extremist crimes, foreshadowed on social media",-1,0.3612
https://www.washingtonpost.com/politics/2020/09/29/what-we-know-about-efforts-by-trumps-2016-campaign-suppress-black-votes/,What we know about efforts by Trump's 2016 campaign to suppress Black votes,-1,0
https://www.washingtonpost.com/politics/biden-supreme-court-trump-ginsburg/2020/09/20/16f9e9e0-fb4c-11ea-b555-4d71a9254f4b_story.html,Biden warns that a quick replacement of Ginsburg would plunge us deeper into the abyss,-1,-0.1027
https://www.washingtonpost.com/politics/in-central-florida-latino-evangelicals-could-give-trump-an-edge/2020/10/06/39c1d824-fd19-11ea-9ceb-061d646d9c67_story.html,"In Central Florida, Latino evangelicals could give Trump an edge",0,0
https://www.washingtonpost.com/graphics/2020/politics/texas-political-geography/,The Trailer: The seven political states of Texas,0,0
https://www.washingtonpost.com/politics/2020/10/02/daily-202-dozen-questions-gauge-political-ramifications-trumps-coronavirus-diagnosis/,"""Will public sympathy lead to a bounce in the polls?"" Questions on the political ramifications of Trump's COVID-19 diagnosis.",0,0.3612
https://www.washingtonpost.com/sports/2020/10/06/la-familia-beita-jerusalem-israel-netenyahu-protests/,"When extremist soccer ultras aligned with Israel's right-wing government, mayhem followed",-1,0
https://www.washingtonpost.com/graphics/2020/politics/georgia-political-geography/,The six political states of Georgia,0,0
https://www.washingtonpost.com/politics/trump--white-men-boat-parade/2020/09/27/dcd7bdd8-fe79-11ea-8d05-9beaaa91c71f_story.html,"All in for Trump: These White men, the strongest Trump supporters, say they can't be swayed",-1,0.7003
https://www.washingtonpost.com/politics/idaho-family-portland-trump-rally/2020/09/21/246ef878-f2e5-11ea-b796-2dd09962649c_story.html,"Luxury cars, MAGA flags and Facebook invites: How an unknown Idaho family organized the Portland rally that turned deadly",0,0
https://www.washingtonpost.com/politics/2020/09/24/why-arguments-that-mail-in-balloting-will-undermine-election-are-wrong/,Why arguments that mail-in balloting will undermine the election are wrong,-1,-0.7906
https://www.washingtonpost.com/coronavirus/ice-air-farmville-protests-covid/2020/09/11/f70ebe1e-e861-11ea-bc79-834454439a44_story.html,ICE flew detainees to Virginia so the planes could transport agents to D.C. protests. A huge coronavirus outbreak followed.,-1,0.1027
https://www.washingtonpost.com/politics/2020/09/11/trumps-fusillade-falsehoods-mail-voting/,Trump's fusillade of falsehoods on mail voting,-1,0
https://www.washingtonpost.com/world/europe/greece-court-extreme-right/2020/10/07/b18261a4-07ea-11eb-8719-0df159d14794_story.html,Greek court convicts far-right party leaders of running a criminal organization,-1,-0.1779
https://www.washingtonpost.com/world/2020/09/24/ruth-bader-ginsburg-death-supreme-court-international-effects/,How the U.S. Supreme Court affects the world,0,0.5574
https://www.washingtonpost.com/world/asia_pacific/china-coronavirus-holiday-travel-golden-week/2020/09/25/59d512a2-fe31-11ea-b0e4-350e4e60cc91_story.html,'Tis the season for travel in China. But virus fears cast a shadow over festivities.,-1,0.0772
https://www.washingtonpost.com/technology/2020/10/09/twitter-asian-americans-discrimination/,Trump's coronavirus diagnosis sparks hostile Twitter reaction against Asians,-1,-0.3818
http://www.washingtonpost.com/national-security/justice-dept-targets-new-york-seattle-and-portland-over-protests/2020/09/21/9e85e46a-fc08-11ea-b555-4d71a9254f4b_story.html,"Seattle, Portland...",0,0
https://www.washingtonpost.com/opinions/2020/09/25/biden-abandoned-florida-trump-could-clinch-it-with-his-supreme-court-pick/,Biden abandoned Florida. Trump could clinch it with his Supreme Court pick. - The Washington Post,0,0.1531
https://www.washingtonpost.com/national-security/justice-dept-targets-new-york-seattle-and-portland-over-protests/2020/09/21/9e85e46a-fc08-11ea-b555-4d71a9254f4b_story.html,"Justice Dept. targets Portland, New York and Seattle over protests - The Washington Post",0,0.3612
http://www.washingtonpost.com/outlook/trump-debate-biden/2020/09/25/557abab0-fe98-11ea-9ceb-061d646d9c67_story.html,REINES: I played Trump in Clinton's prep. Here's what Biden can expect...,0,0.34
https://www.washingtonpost.com/national-security/christopher-wray-fbi-election-interference/2020/09/23/e93d4230-fdea-11ea-b555-4d71a9254f4b_story.html,FBI director says widespread mail ballot interference would be a major challenge for foreign agents - The Washington Post,-1,0
https://www.washingtonpost.com/politics/2020/09/14/how-stronger-presidency-could-lead-more-effective-government/,How a stronger presidency could lead to more effective government,1,0.7178
https://www.washingtonpost.com/politics/barrett-supreme-court-trump/2020/09/26/20863794-feac-11ea-830c-a160b331ca62_story.html,"Amy Coney Barrett, a disciple of Justice Scalia, is poised to push the Supreme Court further right",0,0.8402
https://www.washingtonpost.com/politics/olivia-troye-coronavirus-white-house/2020/09/17/d3f67ede-f8ed-11ea-a510-f57d8ce76e11_story.html,Pence Covid Aide Voting for Biden...,0,0
https://www.washingtonpost.com/investigations/2020/09/10/portland-protesters-federal-response-trump/,Stories of being swept up by unmarked vans in Portand protests...,-1,0
https://www.washingtonpost.com/business/2020/09/24/seasonal-farm-workers-coronavirus/,Virus's unseen hotzone: The American farm...,0,0
https://www.washingtonpost.com/politics/2020/09/29/chamber-of-commerce-scott-reed/,"U.S. Chamber of Commerce abruptly ousts top political consultant Scott Reed, alleging leaks",-1,0.2023
https://www.washingtonpost.com/opinions/2020/09/25/democrats-finally-grasp-importance-supreme-court-when-its-almost-too-late/,Democrats finally grasp the importance of the Supreme Court when it's almost too late,-1,0.7269
https://www.washingtonpost.com/opinions/2020/09/28/if-democrats-win-they-should-move-quickly-help-postal-service/,"If Democrats win, they should move quickly to help the Postal Service",1,0.7579
https://www.washingtonpost.com/opinions/2020/10/01/trump-has-turned-entire-government-into-subsidiary-his-campaign/,Trump has turned the entire government into a subsidiary of his campaign,-1,0
https://www.washingtonpost.com/politics/2020/09/24/white-house-declines-clean-up-trumps-comments-peaceful-transfer-power/,The White House declines to clean up Trump's comments on a peaceful transfer of power,-1,0.7096
https://www.washingtonpost.com/politics/biden-latinos-veterans-florida/2020/09/15/6e466eea-f78b-11ea-a275-1a2c2d36e1f1_story.html,Biden visits Florida as Democrats worry about his standing in the state,-1,-0.4404
https://www.washingtonpost.com/media/2020/09/17/cnn-biden-town-hall/,CNN's Biden town hall at the drive-in: This is what a pandemic-era campaign looks like on TV,1,0.3612
https://www.washingtonpost.com/opinions/2020/09/14/bob-woodward-president-trump-fake-news/,"Bob Woodward, President Trump and fake news",0,0
https://www.washingtonpost.com/graphics/2020/politics/arizona-political-geography/,The four political states of Arizona,0,0
https://www.washingtonpost.com/politics/2020/09/30/donald-trump-doesnt-really-care-about-white-supremacy-youre-not-going-make-him/,Donald Trump doesn't really care about white supremacy and you're not going to make him,-1,0.5709
https://www.washingtonpost.com/opinions/2020/09/17/why-i-dropped-conservative-my-twitter-profile/,Why I dropped conservative from my Twitter profile,0,0
https://www.washingtonpost.com/technology/2020/10/07/russian-trolls-graphika-parler-gab/,"Parler and Gab, two conservative social media sites, keep alleged Russian disinformation up, despite report",-1,0
https://www.washingtonpost.com/politics/2020/10/08/how-much-government-money-does-trump-plan-spend-his-reelection/,How much government money does Trump plan to spend on his reelection?,-1,0
https://www.washingtonpost.com/politics/biden-debate-liberals/2020/09/30/88c54b90-033b-11eb-a2db-417cddf4816a_story.html,Biden stiff-arms the left which holds its fire,-1,-0.34
https://www.washingtonpost.com/politics/2020/09/29/trump-biden-falsehoods-tale-tape/,"Trump, Biden and the facts: The tale of the tape",0,0
https://www.washingtonpost.com/politics/september-11-biden-trump/2020/09/10/dc2f3524-f2d4-11ea-b796-2dd09962649c_story.html,Biden and Trump mark Sept. 11 and are marked by it,0,0
https://www.washingtonpost.com/world/europe/eu-proposes-immigration-deal-that-would-require-countries-to-take-a-share-of-asylum-seekers-or-assist-in-deportations/2020/09/23/2b126ef4-fd0c-11ea-b0e4-350e4e60cc91_story.html,E.U. proposes immigration deal that would require countries to take a share of asylum-seekers or assist in deportations,0,0.296
https://www.washingtonpost.com/local/virginia-politics/virginia-not-a-swing-state/2020/09/18/9741e2e4-f843-11ea-89e3-4b9efa36dc64_story.html,"No TV ads, no presidential visits. Virginia's era as a swing state appears to be over.",-1,-0.5267
https://www.washingtonpost.com/politics/biden-trump-supreme-court-ginsburg/2020/09/21/140f205a-fc1a-11ea-8d05-9beaaa91c71f_story.html,Biden's moderation contrasts with Democratic rage as court fight looms,-1,-0.7783
https://www.washingtonpost.com/nation/2020/10/07/mixed-orientation-canada-immigration/,"She's straight. He's gay. They can form a 'conjugal relationship' anyway, a Canadian judge says.",0,0.2263
https://www.washingtonpost.com/graphics/2020/politics/donald-trump-father-will/,"Donald Trump sought control over his father's will and estate, causing family crisis - Washington Post",-1,-0.6249
https://www.washingtonpost.com/politics/trump-plans-to-sign-executive-order-on-preexisting-conditions/2020/09/23/21b89340-fd1d-11ea-830c-a160b331ca62_story.html,Trump looks for ways to win over voters on health care after failing to deliver on promises,-1,0.743
https://www.washingtonpost.com/world/2020/09/22/us-ambassador-pete-hoekstra-netherlands-embassy-fvd/,Dutch lawmakers demand answers after U.S. ambassador holds party for right-wing populists at embassy,-1,0.296
https://www.washingtonpost.com/politics/2020/09/27/donald-trump-father-will/,"Donald Trump, facing financial ruin, sought control of his elderly father's estate. The family fight was epic.",-1,-0.7506
https://www.washingtonpost.com/politics/2020/09/15/trailer-first-state-goes-last/,The Trailer: The First State goes last,0,0
https://www.washingtonpost.com/graphics/2020/politics/united-states-political-geography/,The 50 political states of America,0,0
https://www.washingtonpost.com/world/the_americas/us-canada-border-hyder-stewart/2020/09/17/8b66d3b8-f54f-11ea-9279-45d6bdfe145f_story.html,Covid-free communities on the U.S.-Canada border want travel restrictions eased,0,0.3612
https://www.washingtonpost.com/world/asia_pacific/singapore-visa-clampdown-coronavirus-foreign-workers/2020/09/18/16b014a2-f3f7-11ea-8025-5d3489768ac8_story.html,Singapore a poster child for globalism is taking a nativist turn,-1,0
https://www.washingtonpost.com/world/asia_pacific/philippines-deports-us-marine-pardoned-for-murdering-transgender-woman/2020/09/13/8300e39a-f332-11ea-8025-5d3489768ac8_story.html,Philippines deports U.S. Marine pardoned for murdering transgender woman,-1,-0.5267
https://www.washingtonpost.com/technology/2020/09/30/biden-misinformation-earpiece-tiktok-facebook/,"TikTok videos, Facebook Trump ads spread misinformation concerning Biden's health",-1,-0.3182
https://www.washingtonpost.com/opinions/trumps-terrific-health-care-plan-is-so-secret-his-own-health-advisers-dont-know-it-exists/2020/09/17/266f4834-f917-11ea-89e3-4b9efa36dc64_story.html,Opinion | Trump's terrific health-care plan is so secret his own health advisers don't know it exists,-1,0
https://www.washingtonpost.com/world/asia_pacific/hong-kong-12-arrests-china/2020/09/27/fcd90c02-fe26-11ea-b0e4-350e4e60cc91_story.html,'You're still my baby': Hong Kong mother pleas for son held in mainland China after desperate boat escape,-1,-0.1531
https://www.washingtonpost.com/technology/2020/10/01/twitter-work-from-home/,Twitter employees can now work from home forever,0,0
https://www.washingtonpost.com/opinions/2020/09/23/heres-what-chris-wallace-needs-ask/,Here's what Chris Wallace needs to ask at next week's debate,0,0
https://www.washingtonpost.com/graphics/2020/world/coronavirus-migration-trends-gulf-states-india/,"Migration, in reverse: Coronavirus forces migrant workers to return home",0,0
https://www.washingtonpost.com/world/2020/09/11/moria-camp-fires-lesbos-greece-refugees-11500-displaced/,"Days after fires destroyed Europe's largest migrant camp, more than 11,500 people are still sleeping outside",-1,-0.4939
https://www.washingtonpost.com/world/asia_pacific/coronavirus-unemployment-philippines-migrant-workers/2020/09/09/37972290-e688-11ea-bf44-0d31c85838a5_story.html,"For Filipino migrant workers, coronavirus dashes their ticket to a better life",-1,0.4404
https://www.washingtonpost.com/world/europe/moria-refugee-camp-fire/2020/09/16/0d301a94-f6a4-11ea-85f7-5941188a98cd_story.html,"After fire guts Europe's biggest migrant camp, Greece erects tents, other countries offer little",-1,-0.34
https://www.washingtonpost.com/world/2020/09/30/outcry-after-reports-britain-considered-sending-asylum-seekers-island-south-atlantic/,Outcry after reports Britain considered sending asylum seekers to island in the South Atlantic,-1,-0.5106
https://www.washingtonpost.com/world/middle-east/coronavirus-tunisia-migrants-italy/2020/09/23/ad4c37cc-fc0f-11ea-b0e4-350e4e60cc91_story.html,Economic fallout from coronavirus leads to surge in Tunisians leaving for Europe,-1,0
https://www.washingtonpost.com/world/asia_pacific/china-food-shortage-clean-plate/2020/10/02/578daa0e-0223-11eb-b92e-029676f9ebec_story.html,China's mealtime appeal amid food supply worries: Don't take more than you can eat,-1,-0.4215
https://www.washingtonpost.com/world/2020/09/09/croatia-couples-divided-by-coronavirus/,"For binational couples divided by the coronavirus, Croatia offers a rare rendezvous",0,0
https://www.washingtonpost.com/world/middle_east/lebanon-crisis-migrants-refugees/2020/09/25/246295fc-fe4c-11ea-b0e4-350e4e60cc91_story.html,"Fleeing chaos and hardship, Lebanese have begun braving perilous seas",-1,-0.7184
http://www.washingtonpost.com/local/dc-protest-lafayette-square/2020/09/16/ca0174e4-f788-11ea-89e3-4b9efa36dc64_story.html,Concern over ethics of using on human beings...,-1,0
https://www.washingtonpost.com/politics/2020/09/18/megacities-pandemics-economic-crisis-is-fueling-ethnic-hatred/,How the coronavirus pandemic is fueling ethnic hatred,-1,-0.6369
https://www.washingtonpost.com/local/dc-protest-lafayette-square/2020/09/16/ca0174e4-f788-11ea-89e3-4b9efa36dc64_story.html,"Federal officials stockpiled munitions, sought heat ray device before clearing Lafayette Square, whistleblower says - The Washington Post",0,0
https://www.washingtonpost.com/opinions/2020/09/14/trumps-pandemic-lies-unmask-his-contempt-american-public/,Trump's pandemic lies unmask his contempt for the American public,-1,-0.765
https://www.washingtonpost.com/opinions/2020/09/24/jk-rowling-controversy-transgender-harry-potter-author-statements-women/,There has never been a better time to read J.K. Rowling's books,1,-0.3412
https://www.washingtonpost.com/world/europe/pope-franciss-new-encyclical-is-a-papal-warning-about-a-world-going-backward/2020/10/04/c3f89b24-026c-11eb-b92e-029676f9ebec_story.html,Pope Francis's new encyclical is a papal warning about a world going backward,-1,-0.34
https://www.washingtonpost.com/world/2020/09/26/coronavirus-pandemic-global-abortion-access-reproductive-health/,How the pandemic has affected abortion rules around the world,0,-0.1531
https://www.washingtonpost.com/world/the_americas/colombia-police-protest-javier-ordonez/2020/10/05/c8f2df86-0438-11eb-897d-3a6201d6643f_story.html,"In Colombia, a death in police custody follows a history of brutality",-1,-0.836
https://www.washingtonpost.com/history/2020/09/19/rbg-ruth-bader-ginsburg-holocaust-jewish/,How Jewish history and the Holocaust fueled Ruth Bader Ginsburg's quest for justice - The Washington Post,1,0.5267
https://www.washingtonpost.com/politics/2020/09/28/new-survey-yes-americans-will-give-up-liberties-fight-coronavirus/,"New survey: Yes, Americans will give up liberties to fight the coronavirus",0,0.5267
https://www.washingtonpost.com/religion/2020/09/15/southern-baptist-name-great-commission-baptist/,Prominent Southern Baptists dropping 'Southern' name amid racial unrest...,0,0.3182
https://www.washingtonpost.com/sports/2020/09/12/washington-football-team-has-new-name-stink-remains/,"The Washington Football Team has a new name, but the stink remains",-1,-0.5499
https://www.washingtonpost.com/politics/2020/10/01/trailer-biden-goes-where-his-party-lost/,The Trailer: Biden goes to where his party lost,0,0.1027
https://www.washingtonpost.com/politics/trump-rallies-divisive/2020/09/28/a5114d68-fea8-11ea-830c-a160b331ca62_story.html,Trump brings divisiveness and invective back to the rally stage,-1,0
https://www.washingtonpost.com/world/europe/germany-suspends-dozens-of-police-officers-for-neo-nazi-chat-messages/2020/09/16/0f10d044-f80a-11ea-85f7-5941188a98cd_story.html,Germany suspends dozens of police officers for neo-Nazi chat messages,0,0
https://www.washingtonpost.com/world/middle_east/gaza-coronavirus-outbreak-lockdown/2020/09/11/d679b122-f1f8-11ea-8025-5d3489768ac8_story.html,Raising kids in Gaza was hard enough. Then came a lockdown within the lockdown.,-1,-0.1027
https://www.washingtonpost.com/world/africa/burkina-fasos-wildlife-reserves-have-become-a-battle-zone-overrun-by-militants-and-poachers/2020/09/12/dae444bc-f1c0-11ea-9279-45d6bdfe145f_story.html,"Burkina Faso's wildlife reserves have become a battle zone, overrun by militants and poachers",-1,-0.3818
https://www.washingtonpost.com/politics/2020/09/24/trumps-rally-rhetoric-is-getting-uglier/,Trump's rally rhetoric is becoming uglier,-1,-0.4939
https://www.washingtonpost.com/elections/2020/09/11/trump-biden-live-updates/,Election live updates: 9/11 events dominate schedules of both tickets,0,-0.128
https://www.washingtonpost.com/politics/2020/09/11/long-dangerous-history-far-rights-calls-violence-civil-war/,"The long, dangerous history of right-wing calls for violence and civil war",-1,-0.9022
https://www.washingtonpost.com/graphics/2020/politics/minnesota-political-geography/,The five political states of Minnesota,0,0
https://www.washingtonpost.com/world/asia_pacific/hong-kongers-who-fled-by-sea-are-held-without-legal-access-in-china-families-say/2020/09/14/e1acb8b8-f631-11ea-85f7-5941188a98cd_story.html,"Hong Kongers who fled by sea are held without legal access in China, families say",-1,-0.0951
https://www.washingtonpost.com/world/the_americas/venezuelas-guaido-calls-supporters-to-gather-in-the-midst-of-a-pandemic/2020/09/10/f5c38a6e-f2e6-11ea-999c-67ff7bf6a9d2_story.html,Venezuela's Guaido calls supporters to gather in the midst of a pandemic,1,0.4404
https://www.washingtonpost.com/world/middle_east/turkey-arrests-dozens-including-members-of-pro-kurdish-party-in-connection-with-deadly-2014-protests/2020/09/25/fce83e9c-ff1c-11ea-830c-a160b331ca62_story.html,"Turkey arrests dozens, including members of pro-Kurdish party, in connection with deadly 2014 protests",-1,-0.2732
https://www.washingtonpost.com/world/the_americas/venezuela-maduro-american-mercenary-captured/2020/09/14/1a92bfdc-f5de-11ea-89e3-4b9efa36dc64_story.html,"Venezuela says it has captured American 'mercenary' plotting to blow up power plants, oil refineries",0,0
https://www.washingtonpost.com/world/the_americas/venezuela-maduro-guaido-us-eu/2020/09/27/d13be724-00ea-11eb-897d-3a6201d6643f_story.html,U.S. criticism of European mission to Venezuela shows growing divide over Maduro,-1,-0.296
https://www.washingtonpost.com/world/the_americas/canada-amira-syria-orphan-repatriated/2020/10/05/bafe08ea-0723-11eb-859b-f9c27abe638d_story.html,Canada to bring 5-year-old orphan home from Syrian camp; others remain stranded,0,0
https://www.washingtonpost.com/world/the_americas/venezuela-maduro-united-nations-crimes-humanity/2020/09/16/21f148ee-f826-11ea-89e3-4b9efa36dc64_story.html,U.N. investigators accuse Venezuelan government of 'crimes against humanity',-1,-0.2023
https://www.washingtonpost.com/world/2020/10/02/democracy-coronavirus-freedom-house/,Democracies are backsliding amid the coronavirus pandemic,-1,0
https://www.washingtonpost.com/world/the_americas/venezuela-oil-spills/2020/09/23/5613c996-f793-11ea-a275-1a2c2d36e1f1_story.html,Venezuela's broken oil industry is spewing crude into the Caribbean Sea,-1,-0.7783
https://www.washingtonpost.com/nation/2020/10/12/gisele-fetterman-pennsylvania-verbal-assault/,Hatred is taught: Pennsylvania's second lady films a woman's racist attack at the grocery store - The Washington Post,-1,-0.7964
https://www.washingtonpost.com/business/2020/10/13/top-workplaces-2020-redefining-work/,Top workplaces 2020: How the concept of work has shifted - The Washington Post,1,0.2023
https://www.washingtonpost.com/national-security/michigan-anti-govenment-militias-extremism/2020/10/10/ff49f628-0b18-11eb-a166-dc429b380d10_story.html,Michigan's history of self-styled militia groups has long vexed law enforcement - The Washington Post,-1,0
https://www.washingtonpost.com/dc-md-va/2020/10/13/supreme-court-catholic-women/,Many Catholic women see themselves in Amy Coney Barrett. Others see an impossible standard. - The Washington Post,0,0
http://www.washingtonpost.com/politics/amy-coney-barrett-bush-gore/2020/10/10/594641b8-09e3-11eb-991c-be6ead8c4018_story.html,How Amy Coney Barrett played a role in Bush v. Gore - and helped Republican Party defend mail ballots...,1,0.6249
https://www.washingtonpost.com/politics/courts_law/supreme-court-says-trump-administration-can-shut-down-census-count-now-despite-fears-of-an-undercount/2020/10/13/34746c38-0c0a-11eb-b1e8-16b59b92b36d_story.html,"Supreme Court says Trump administration can shut down census count now, despite fears of an undercount",0,0.7124
https://www.washingtonpost.com/politics/biden-trump-seniors-florida/2020/10/13/0a121630-0d71-11eb-8a35-237ef1eb2ef7_story.html,Biden and Trump step up their fight for older voters,0,-0.3818
https://www.washingtonpost.com/politics/amy-coney-barrett-bush-gore/2020/10/10/594641b8-09e3-11eb-991c-be6ead8c4018_story.html,How Amy Coney Barrett played a role in Bush v. Gore and helped the Republican Party defend mail ballots,1,0.6249
https://www.washingtonpost.com/politics/catholics-biden-trump-coney-barrett/2020/10/13/330d5bba-0427-11eb-b7ed-141dd88560ea_story.html,"Biden reaches out to Catholics like himself, embracing a key group in big 2020 states",1,0.4019
https://www.washingtonpost.com/world/europe/columbus-day-italy/2020/10/11/cc774eaa-0a44-11eb-8719-0df159d14794_story.html,"Much of America has stopped celebrating Columbus Day, but the explorer remains revered in Italy",1,0.7469
https://www.washingtonpost.com/local/obituaries/bernard-cohen-lawyer-who-won-victory-for-interracial-marriage-in-loving-v-virginia-dies-at-86/2020/10/13/82506128-0d4f-11eb-8074-0e943a91bf08_story.html,"Bernard Cohen, lawyer who won victory for interracial marriage in Loving v. Virginia, dies at 86 - The Washington Post",1,0.7184
https://www.washingtonpost.com/lifestyle/style/melania-trump-covid-tapes/2020/10/13/a41f7e10-04ee-11eb-897d-3a6201d6643f_story.html,Melania Trump is having a hard time distancing herself from the president - The Washington Post,-1,-0.1027
https://www.washingtonpost.com/politics/harris-supreme-court-barrett/2020/10/10/ed1e4e1c-0a47-11eb-a166-dc429b380d10_story.html,Harris faces spotlight at Supreme Court hearing,1,0.5574
https://www.washingtonpost.com/local/legal-issues/melania-book-lawsuit/2020/10/13/a06398f8-0d98-11eb-8a35-237ef1eb2ef7_story.html,"Justice Dept. sues to seize profits of tell-all Melania Trump book, citing White House nondisclosure pact - The Washington Post",0,0.743
https://www.washingtonpost.com/world/the_americas/canada-thanksgiving-coronavirus-trudeau/2020/10/09/59fc6c46-04d8-11eb-8879-7663b816bfa5_story.html,"Canada celebrates Thanksgiving amid coronavirus second wave, mixed messages",1,0.5719
https://www.washingtonpost.com/nation/2020/10/10/coronavirus-victims-online-activism/,Families of coronavirus victims are organizing online to push politicians for more strict health measures,-1,-0.3182
https://www.washingtonpost.com/world/the_americas/mexico-border-tunnels-drugs/2020/10/09/0f4dafe8-0438-11eb-897d-3a6201d6643f_story.html,"Under the U.S.-Mexico border, miles of tunnels worth millions of dollars to traffickers",0,0.2263
https://www.washingtonpost.com/world/asia_pacific/india-interfaith-ad-tanishq-hindu/2020/10/14/2f1af70e-0de3-11eb-b404-8d1e675ec701_story.html,An Indian jewelry brand made a touching ad about an interfaith marriage. Outrage ensued.,-1,-0.5106
https://www.nbcnews.com/news/asian-america/chinese-americans-look-new-platforms-wechat-s-future-remains-uncertain-n1241027,Chinese Americans look to new platforms as WeChat's future remains uncertain,-1,-0.296
https://www.nbcnews.com/news/latino/false-sense-perspective-immigrant-tv-stories-mainly-focus-latinos-deportation-n1240921,"""False sense of perspective"": Immigrant TV stories mainly focus on Latinos, deportation",-1,0
https://www.nbcnews.com/news/latino/coalition-backing-tps-starts-tour-slamming-trump-s-racist-end-n1240711,Coalition backing TPS starts tour slamming Trump's 'racist' end to immigrant protections,-1,0.0258
https://www.nbcnews.com/news/latino/latino-workers-are-increased-risk-dying-job-new-report-says-n1242284,"Latino workers are at increased risk of dying on the job, new report says",-1,0
https://www.nbcnews.com/news/us-news/coronavirus-claims-lives-six-members-one-family-infects-14-others-n1242738,Maryland council member loses six family members to Covid-19,-1,-0.3182
https://www.nbcnews.com/news/latino/voice-excluded-oppressed-latinos-remember-justice-ruth-bader-ginsburg-n1240548,A voice for the 'excluded' and 'oppressed': Latinos remember Justice Ruth Bader Ginsburg,1,0.5267
https://www.nbcnews.com/news/latino/amid-covid-crisis-these-latino-businesses-are-thriving-strengthening-their-n1242456,"Amid Covid crisis, these Latino businesses are thriving",1,-0.6249
https://www.nbcnews.com/think/opinion/mass-hysterectomies-ice-happened-trump-s-watch-they-re-america-ncna1240238,It's a mistake to compare ICE's 'mass hysterectomies' to Nazi experiments. Here's why.,-1,-0.34
https://www.nbcnews.com/news/world/german-police-officers-suspended-sharing-pictures-adolf-hitler-n1240247,German police officers suspended for sharing pictures of Hitler,-1,-0.0772
https://www.nbcnews.com/news/asian-america/asian-american-voters-support-biden-54-trump-30-numbers-don-n1240263,"Asian American voters support Biden at 54% and Trump at 30%, but numbers don't tell full story",0,0.2144
https://www.nbcnews.com/news/asian-america/change-or-keep-your-name-kamala-nikki-others-story-identity-n1240646,"Change or keep your name? For 'Kamala,' 'Nikki,' others, a story of identity, culture and power",0,0
https://www.nbcnews.com/news/latino/garment-workers-paid-piece-say-they-ll-keep-fighting-change-n1237810,"Garment workers, paid by the piece, say they'll fight to change the system",-1,-0.3818
https://www.nbcnews.com/politics/2020-election/mike-pence-kamala-harris-reflect-america-s-demographic-transformation-n1242434,Pence and Harris reflect America's demographic transformation,0,0
https://www.nbcnews.com/news/latino/latino-construction-workers-have-enabled-construction-boom-cost-documentary-shows-n1240027,Latino construction workers have fueled the building boom at a price,-1,0
https://www.nbcnews.com/news/asian-america/asian-twitter-black-twitter-joke-about-harris-disapproving-auntie-vibe-n1242583,"Asian Twitter, Black Twitter joke about Harris' disapproving auntie vibe",1,0.296
https://www.nbcnews.com/feature/nbc-out/twitter-users-flood-proudboys-hashtag-gay-pride-images-n1242101,Twitter users flood #ProudBoys hashtag with gay pride images,1,0.34
https://www.nbcnews.com/news/us-news/firefighting-one-season-picking-fruit-next-68-year-old-immigrant-n1241754,"At 68, this Mexican immigrant is still fighting fires and picking fruit",-1,-0.3612
https://www.nbcnews.com/news/latino/court-rules-trump-can-end-temporary-protected-status-immigrant-families-n1240072,Court rules Trump can end Temporary Protected Status for immigrant families,0,0.4404
https://www.nbcnews.com/news/asian-america/kamala-harris-could-boost-asian-american-voter-turnout-researchers-say-n1242333,"Harris could boost Asian American turnout, study says",1,0.4019
https://www.nbcnews.com/news/asian-america/over-moon-producer-why-asian-representation-details-n1241248,'Over the Moon' producer on why Asian representation is in the details,0,0
https://www.nbcnews.com/news/world/greek-court-rules-far-right-golden-dawn-leaders-ran-crime-n1242377,Greek court rules far-right Golden Dawn leaders ran a crime group,-1,-0.5423
https://www.nbcnews.com/news/latino/guatemala-says-it-will-detain-return-new-migrant-caravan-honduras-n1241811,"Guatemala says it will detain, return new migrant caravan from Honduras",-1,-0.4215
